# Region type : patch Inlet
# Faces  :    288
# Area   :    1.406185e+00
# Time        	sum(phi)
50.3065       	-5.000000e+00
50.309        	-5.000000e+00
50.3115       	-5.000000e+00
50.3139       	-5.000000e+00
50.3164       	-5.000000e+00
50.319        	-5.000000e+00
50.3216       	-5.000000e+00
50.3243       	-5.000000e+00
50.327        	-5.000000e+00
50.3299       	-5.000000e+00
50.3329       	-5.000000e+00
50.3359       	-5.000000e+00
50.3384       	-5.000000e+00
50.3408       	-5.000000e+00
50.3433       	-5.000000e+00
50.3459       	-5.000000e+00
50.3485       	-5.000000e+00
50.3511       	-5.000000e+00
50.3534       	-5.000000e+00
50.3556       	-5.000000e+00
50.3579       	-5.000000e+00
50.3601       	-5.000000e+00
50.3624       	-5.000000e+00
50.3646       	-5.000000e+00
50.367        	-5.000000e+00
50.3694       	-5.000000e+00
50.3718       	-5.000000e+00
50.3742       	-5.000000e+00
50.3766       	-5.000000e+00
50.379        	-5.000000e+00
50.3813       	-5.000000e+00
50.3835       	-5.000000e+00
50.3857       	-5.000000e+00
50.3879       	-5.000000e+00
50.39         	-5.000000e+00
50.3921       	-5.000000e+00
50.3941       	-5.000000e+00
50.3962       	-5.000000e+00
50.3981       	-5.000000e+00
50.4          	-5.000000e+00
50.4019       	-5.000000e+00
50.4039       	-5.000000e+00
50.406        	-5.000000e+00
50.4083       	-5.000000e+00
50.4105       	-5.000000e+00
50.4123       	-5.000000e+00
50.4141       	-5.000000e+00
50.4159       	-5.000000e+00
50.4177       	-5.000000e+00
50.4195       	-5.000000e+00
50.4213       	-5.000000e+00
50.4234       	-5.000000e+00
50.4255       	-5.000000e+00
50.4278       	-5.000000e+00
50.4303       	-5.000000e+00
50.4329       	-5.000000e+00
50.4356       	-5.000000e+00
50.4379       	-5.000000e+00
50.44         	-5.000000e+00
50.4422       	-5.000000e+00
50.4443       	-5.000000e+00
50.4465       	-5.000000e+00
50.4488       	-5.000000e+00
50.4512       	-5.000000e+00
50.4536       	-5.000000e+00
50.4558       	-5.000000e+00
50.458        	-5.000000e+00
50.4602       	-5.000000e+00
50.4625       	-5.000000e+00
50.4649       	-5.000000e+00
50.4673       	-5.000000e+00
50.4699       	-5.000000e+00
50.4724       	-5.000000e+00
50.475        	-5.000000e+00
50.4773       	-5.000000e+00
50.4796       	-5.000000e+00
50.4818       	-5.000000e+00
50.4841       	-5.000000e+00
50.4865       	-5.000000e+00
50.4888       	-5.000000e+00
50.491        	-5.000000e+00
50.4932       	-5.000000e+00
50.4954       	-5.000000e+00
50.4976       	-5.000000e+00
50.4996       	-5.000000e+00
50.5015       	-5.000000e+00
50.5034       	-5.000000e+00
50.5054       	-5.000000e+00
50.5075       	-5.000000e+00
50.5098       	-5.000000e+00
50.5123       	-5.000000e+00
50.5148       	-5.000000e+00
50.5173       	-5.000000e+00
50.5196       	-5.000000e+00
50.5216       	-5.000000e+00
50.5236       	-5.000000e+00
50.5256       	-5.000000e+00
50.5275       	-5.000000e+00
50.5293       	-5.000000e+00
50.531        	-5.000000e+00
50.5328       	-5.000000e+00
50.5348       	-5.000000e+00
50.5369       	-5.000000e+00
50.5391       	-5.000000e+00
50.5415       	-5.000000e+00
50.5439       	-5.000000e+00
50.5464       	-5.000000e+00
50.5485       	-5.000000e+00
50.5504       	-5.000000e+00
50.5524       	-5.000000e+00
50.5545       	-5.000000e+00
50.5567       	-5.000000e+00
50.5589       	-5.000000e+00
50.5611       	-5.000000e+00
50.5633       	-5.000000e+00
50.5654       	-5.000000e+00
50.5677       	-5.000000e+00
50.5699       	-5.000000e+00
50.5722       	-5.000000e+00
